Site of Cancer,Diag/Death Time Period,Incidence,Incidence,Incidence,Incidence,Incidence,Incidence,Incidence,Incidence,Incidence,Mortality,Mortality,Mortality,Mortality,Mortality,Mortality,Mortality,Mortality,Mortality
,1992-1996,1953.4,10.8,10.6-11.0,1278.8,16.3,15.9-16.7,674.6,6.5,6.3-6.8,578.2,3.2,3.1-3.3,386.8,5.0,4.8-5.3,191.4,1.8,1.7-1.9
,1997-2001,1912.6,10.0,9.8-10.3,1253.8,15.0,14.6-15.3,658.8,6.1,5.9-6.3,504.6,2.6,2.5-2.7,335.2,4.1,3.9-4.3,169.4,1.5,1.4-1.6
,2002-2006,2008.8,9.9,9.7-10.1,1335.2,14.7,14.4-15.1,673.6,6.0,5.8-6.2,467.2,2.3,2.2-2.4,312.8,3.5,3.4-3.7,154.4,1.3,1.2-1.4
,2007-2011,2281.6,10.5,10.3-10.7,1544.6,15.7,15.4-16.1,737.0,6.2,6.0-6.4,468.8,2.1,2.1-2.2,319.4,3.3,3.2-3.5,149.4,1.2,1.1-1.3
,2012-2016,2558.2,10.9,10.7-11.1,1748.2,16.3,16.0-16.7,810.0,6.4,6.2-6.6,502.4,2.1,2.0-2.2,348.2,3.3,3.2-3.5,154.2,1.1,1.1-1.2
Esophagus,1976-1981,885.3,5.2,5.0-5.3,615.7,8.5,8.2-8.8,269.7,2.7,2.6-2.9,798.8,4.7,4.5-4.8,562.8,7.9,7.6-8.1,236.0,2.4,2.3-2.5
,1982-1986,898.2,5.1,4.9-5.3,622.6,8.5,8.2-8.8,275.6,2.7,2.5-2.8,792.8,4.5,4.4-4.7,565.0,7.8,7.5-8.1,227.8,2.2,2.1-2.4
,1987-1991,899.6,5.0,4.9-5.2,611.4,8.2,7.9-8.5,288.2,2.8,2.6-2.9,807.4,4.5,4.4-4.7,571.8,7.7,7.4-8.0,235.6,2.2,2.1-2.4
,1992-1996,972.8,5.3,5.2-5.5,668.0,8.6,8.3-8.9,304.8,2.8,2.7-3.0,846.6,4.6,4.5-4.8,606.6,7.9,7.6-8.2,240.0,2.2,2.1-2.3
,1997-2001,959.4,5.0,4.9-5.2,681.8,8.4,8.1-8.7,277.6,2.5,2.3-2.6,844.8,4.4,4.3-4.6,616.4,7.7,7.4-8.0,228.4,2.0,1.9-2.1
,2002-2006,1049.2,5.2,5.0-5.3,769.0,8.9,8.6-9.1,280.2,2.4,2.2-2.5,888.4,4.4,4.3-4.5,652.2,7.6,7.3-7.9,236.2,2.0,1.9-2.1
,2007-2011,1070.6,4.9,4.8-5.1,799.4,8.5,8.2-8.7,271.2,2.2,2.1-2.3,889.6,4.1,4.0-4.2,677.4,7.3,7.0-7.5,212.2,1.7,1.6-1.8
,2012-2016,1072.4,4.5,4.4-4.6,809.4,7.7,7.5-7.9,263.0,2.0,1.9-2.1,859.6,3.6,3.5-3.7,658.2,6.4,6.2-6.6,201.4,1.5,1.4-1.6
Stomach,1976-1981,2110.0,12.9,12.6-13.1,1215.0,18.3,17.9-18.7,895.0,9.2,9.0-9.5,1573.3,9.7,9.5-9.9,894.7,13.8,13.4-14.2,678.7,7.0,6.8-7.2
,1982-1986,2046.6,11.9,11.7-12.1,1186.6,17.3,16.8-17.7,860.0,8.4,8.1-8.6,1406.6,8.2,8.0-8.4,811.8,12.1,11.7-12.5,594.8,5.8,5.5-6.0
,1987-1991,1994.8,11.3,11.1-11.5,1176.8,16.6,16.2-17.1,818.0,7.7,7.5-7.9,1329.4,7.6,7.4-7.8,775.6,11.2,10.8-11.6,553.8,5.2,5.0-5.4
,1992-1996,2029.2,11.1,10.9-11.4,1177.2,16.0,15.6-16.5,852.0,7.7,7.5-8.0,1292.0,7.1,6.9-7.3,733.8,10.3,10.0-10.7,558.2,5.0,4.9-5.2
,1997-2001,1968.4,10.3,10.1-10.5,1161.0,14.8,14.5-15.2,807.4,7.1,6.9-7.3,1101.8,5.7,5.6-5.9,615.4,8.0,7.7-8.3,486.4,4.2,4.0-4.4
,2002-2006,1913.6,9.5,9.3-9.6,1117.0,13.2,12.8-13.5,796.6,6.8,6.5-7.0,992.2,4.9,4.7-5.0,556.4,6.7,6.5-7.0,435.8,3.6,3.5-3.8
,2007-2011,1859.6,8.7,8.5-8.9,1121.0,12.2,11.9-12.5,738.6,6.0,5.9-6.3,852.6,4.0,3.8-4.1,492.4,5.5,5.3-5.7,360.2,2.9,2.7-3.0
,2012-2016,2021.0,8.7,8.6-8.9,1219.0,12.0,11.7-12.3,802.0,6.3,6.1-6.5,848.6,3.6,3.5-3.8,510.6,5.1,4.9-5.3,338.0,2.5,2.4-2.7
Colorectal,1976-1981,11302.2,67.9,67.4-68.4,5508.3,82.2,81.3-83.2,5793.8,58.8,58.2-59.4,5622.0,34.5,34.1-34.9,2722.7,42.5,41.8-43.2,2899.3,29.6,29.2-30.1
,1982-1986,11841.2,68.4,67.9-69.0,5809.4,84.3,83.3-85.3,6031.8,58.4,57.7-59.0,5437.0,31.9,31.5-32.3,2657.0,40.2,39.5-40.9,2780.0,26.9,26.4-27.3
,1987-1991,11009.0,62.0,61.4-62.5,5384.6,76.1,75.1-77.0,5624.4,52.8,52.2-53.4,5016.6,28.5,28.2-28.9,2463.2,36.3,35.6-37.0,2553.4,23.8,23.3-24.2
,1992-1996,10945.2,59.8,59.3-60.3,5313.2,72.3,71.4-73.2,5632.0,51.5,50.9-52.1,4644.2,25.5,25.1-25.8,2234.2,31.7,31.1-32.3,2410.0,21.6,21.2-22.0
,1997-2001,11628.4,60.7,60.2-61.2,5658.8,72.2,71.4-73.1,5969.6,52.7,52.1-53.3,4270.4,22.2,22.0-22.5,2059.6,27.2,26.7-27.8,2210.8,18.9,18.6-19.3
,2002-2006,10717.6,52.9,52.4-53.3,5225.8,61.7,60.9-62.4,5491.8,46.4,45.9-47.0,3760.4,18.4,18.2-18.7,1815.6,22.3,21.8-22.7,1944.8,15.8,15.5-16.1
,2007-2011,9650.8,45.0,44.6-45.4,4759.8,51.7,51.0-52.4,4891.0,39.9,39.4-40.4,3334.4,15.4,15.1-15.6,1634.0,18.4,18.0-18.8,1700.4,13.2,12.9-13.5
,2012-2016,8981.2,38.9,38.5-39.2,4585.0,45.0,44.4-45.6,4396.2,34.0,33.6-34.5,3078.8,13.0,12.8-13.2,1536.2,15.4,15.1-15.8,1542.6,11.2,10.9-11.4
Colon excluding rectum,1976-1981,8020.5,48.5,48.1-49.0,3745.7,56.9,56.1-57.6,4274.8,43.5,42.9-44.0,4614.3,28.4,28.0-28.7,2173.2,34.0,33.4-34.7,2441.2,25.0,24.5-25.4
,1982-1986,8523.2,49.5,49.0-50.0,3987.2,58.7,57.9-59.6,4536.0,43.9,43.3-44.5,4610.0,27.0,26.7-27.4,2216.0,33.5,32.9-34.2,2394.0,23.1,22.7-23.5
,1987-1991,7969.6,45.0,44.5-45.4,3746.4,53.7,52.9-54.5,4223.2,39.5,39.0-40.1,4334.2,24.6,24.3-25.0,2111.8,31.2,30.6-31.8,2222.4,20.7,20.3-21.1
,1992-1996,7994.6,43.7,43.3-44.1,3724.0,51.2,50.5-52.0,4270.6,38.8,38.3-39.4,4000.0,21.9,21.6-22.2,1899.4,27.1,26.5-27.6,2100.6,18.8,18.4-19.2
,1997-2001,8519.0,44.5,44.0-44.9,3978.8,51.3,50.6-52.1,4540.2,39.8,39.3-40.3,3668.8,19.1,18.8-19.4,1739.4,23.1,22.6-23.6,1929.4,16.5,16.1-16.8
,2002-2006,7808.2,38.5,38.1-38.9,3656.8,43.7,43.0-44.3,4151.4,34.9,34.4-35.3,3184.2,15.6,15.4-15.9,1508.6,18.6,18.2-19.0,1675.6,13.6,13.3-13.9
,2007-2011,6939.8,32.4,32.1-32.7,3273.8,36.0,35.4-36.6,3666.0,29.7,29.2-30.1,2783.6,12.8,12.6-13.1,1334.8,15.1,14.7-15.5,1448.8,11.2,10.9-11.5
,2012-2016,6370.4,27.5,27.2-27.9,3094.4,30.7,30.2-31.2,3276.0,25.1,24.7-25.5,2513.0,10.6,10.4-10.8,1215.4,12.3,12.0-12.6,1297.6,9.3,9.1-9.6
Rectum & rectosigmoid,1976-1981,3281.7,19.4,19.1-19.6,1762.7,25.4,24.9-25.9,1519.0,15.3,15.0-15.7,1007.7,6.2,6.0-6.3,549.5,8.5,8.2-8.8,458.2,4.7,4.5-4.9
,1982-1986,3318.0,18.9,18.6-19.2,1822.2,25.5,25.0-26.1,1495.8,14.5,14.2-14.8,827.0,4.9,4.7-5.0,441.0,6.6,6.3-6.9,386.0,3.7,3.6-3.9
,1987-1991,3039.4,17.0,16.7-17.3,1638.2,22.4,21.9-22.9,1401.2,13.3,13.0-13.6,682.4,3.9,3.7-4.0,351.4,5.1,4.9-5.4,331.0,3.1,2.9-3.2
,1992-1996,2950.6,16.1,15.8-16.4,1589.2,21.0,20.6-21.5,1361.4,12.6,12.3-12.9,644.2,3.5,3.4-3.7,334.8,4.6,4.4-4.9,309.4,2.8,2.6-2.9
,1997-2001,3109.4,16.3,16.0-16.5,1680.0,20.9,20.5-21.4,1429.4,12.9,12.6-13.2,601.6,3.1,3.0-3.3,320.2,4.1,3.9-4.3,281.4,2.4,2.3-2.6
,2002-2006,2909.4,14.4,14.1-14.6,1569.0,18.0,17.6-18.4,1340.4,11.6,11.3-11.8,576.2,2.8,2.7-2.9,307.0,3.7,3.5-3.9,269.2,2.2,2.1-2.3
,2007-2011,2711.0,12.6,12.4-12.9,1486.0,15.7,15.3-16.1,1225.0,10.2,10.0-10.5,550.8,2.5,2.4-2.6,299.2,3.3,3.1-3.5,251.6,2.0,1.9-2.1
,2012-2016,2610.8,11.3,11.1-11.5,1490.6,14.3,14.0-14.6,1120.2,8.9,8.7-9.2,565.8,2.4,2.3-2.5,320.8,3.2,3.0-3.3,245.0,1.8,1.7-1.9
Liver / intrahepatic bile duct,1976-1981,575.5,3.4,3.3-3.5,347.8,4.9,4.7-5.2,227.7,2.3,2.2-2.4,568.2,3.4,3.3-3.5,325.2,4.7,4.5-4.9,243.0,2.5,2.4-2.6
,1982-1986,606.4,3.5,3.4-3.6,389.4,5.5,5.2-5.7,217.0,2.1,2.0-2.3,633.6,3.7,3.5-3.8,381.4,5.4,5.2-5.7,252.2,2.5,2.3-2.6
,1987-1991,724.2,4.1,3.9-4.2,461.6,6.2,6.0-6.5,262.6,2.5,2.4-2.6,728.8,4.1,4.0-4.2,439.0,6.1,5.8-6.3,289.8,2.7,2.6-2.9
,1992-1996,928.0,5.1,4.9-5.2,595.2,7.8,7.5-8.1,332.8,3.1,2.9-3.2,845.2,4.6,4.5-4.8,514.4,6.9,6.6-7.2,330.8,3.0,2.9-3.2
,1997-2001,1188.0,6.2,6.1-6.4,799.8,9.7,9.4-10.0,388.2,3.5,3.3-3.6,897.2,4.7,4.6-4.8,565.2,7.0,6.7-7.3,332.0,2.9,2.8-3.1
,2002-2006,1443.8,7.1,7.0-7.3,1023.2,11.4,11.1-11.7,420.6,3.7,3.5-3.8,1059.2,5.2,5.1-5.4,686.6,7.9,7.6-8.1,372.6,3.1,3.0-3.3
,2007-2011,1812.2,8.3,8.1-8.5,1306.4,13.2,12.9-13.5,505.8,4.2,4.0-4.4,1242.2,5.7,5.6-5.9,827.6,8.7,8.4-8.9,414.6,3.3,3.2-3.5
,2012-2016,2171.0,9.0,8.8-9.1,1547.4,14.0,13.7-14.4,623.6,4.7,4.6-4.9,1455.2,6.1,5.9-6.2,977.0,9.1,8.9-9.4,478.2,3.6,3.4-3.7
Pancreas,1976-1981,2157.3,12.9,12.7-13.1,1092.8,16.0,15.6-16.4,1064.5,10.8,10.5-11.0,2028.5,12.1,11.9-12.4,1021.2,15.0,14.6-15.4,1007.3,10.2,9.9-10.4
,1982-1986,2172.4,12.5,12.3-12.8,1028.2,14.7,14.3-15.2,1144.2,11.0,10.7-11.3,1993.2,11.5,11.3-11.7,958.2,13.8,13.4-14.2,1035.0,9.9,9.7-10.2
,1987-1991,2208.6,12.4,12.2-12.7,1028.8,14.5,14.1-14.9,1179.8,11.0,10.7-11.3,1983.6,11.2,11.0-11.4,937.0,13.3,12.9-13.7,1046.6,9.7,9.5-10.0
,1992-1996,2293.2,12.6,12.3-12.8,1068.2,14.5,14.1-14.9,1225.0,11.1,10.9-11.4,2075.8,11.4,11.1-11.6,955.6,13.1,12.7-13.4,1120.2,10.1,9.8-10.4
,1997-2001,2448.8,12.8,12.6-13.0,1127.2,14.3,13.9-14.7,1321.6,11.6,11.3-11.9,2144.4,11.2,11.0-11.4,997.4,12.9,12.5-13.3,1147.0,9.9,9.7-10.2
,2002-2006,2616.6,12.9,12.7-13.1,1232.8,14.5,14.2-14.9,1383.8,11.6,11.3-11.9,2218.4,10.9,10.7-11.1,1046.6,12.5,12.1-12.8,1171.8,9.7,9.4-9.9
,2007-2011,2959.6,13.7,13.5-14.0,1447.0,15.7,15.4-16.1,1512.6,12.1,11.8-12.4,2402.2,11.1,10.9-11.3,1158.0,12.7,12.4-13.1,1244.2,9.8,9.6-10.1
,2012-2016,3294.4,14.0,13.8-14.2,1637.0,15.9,15.6-16.3,1657.4,12.4,12.1-12.7,2590.8,11.0,10.8-11.1,1282.8,12.6,12.3-13.0,1308.0,9.6,9.4-9.9
Larynx,1976-1981,1039.7,5.9,5.7-6.0,850.0,11.3,11.0-11.6,189.7,1.9,1.8-2.0,384.0,2.2,2.1-2.3,312.0,4.3,4.1-4.5,72.0,0.7,0.7-0.8
,1982-1986,1068.8,6.0,5.9-6.2,842.6,11.1,10.7-11.4,226.2,2.3,2.2-2.4,357.4,2.0,1.9-2.1,282.4,3.8,3.6-4.0,75.0,0.7,0.7-0.8
,1987-1991,1078.0,6.0,5.9-6.2,829.2,10.8,10.5-11.1,248.8,2.5,2.4-2.7,344.6,1.9,1.8-2.0,267.8,3.6,3.4-3.8,76.8,0.7,0.7-0.8
,1992-1996,978.8,5.4,5.2-5.5,751.4,9.6,9.3-9.9,227.4,2.2,2.1-2.4,362.8,2.0,1.9-2.1,280.6,3.7,3.5-3.9,82.2,0.8,0.7-0.9
,1997-2001,878.8,4.6,4.5-4.8,678.2,8.2,7.9-8.5,200.6,1.9,1.8-2.0,290.0,1.5,1.4-1.6,227.0,2.8,2.7-3.0,63.0,0.6,0.5-0.6
,2002-2006,836.0,4.1,4.0-4.2,656.6,7.4,7.1-7.6,179.4,1.6,1.5-1.7,272.8,1.3,1.3-1.4,213.6,2.5,2.3-2.6,59.2,0.5,0.4-0.6
,2007-2011,807.4,3.7,3.6-3.8,632.4,6.6,6.3-6.8,175.0,1.5,1.4-1.6,250.6,1.2,1.1-1.2,192.8,2.1,1.9-2.2,57.8,0.5,0.4-0.5
,2012-2016,779.6,3.3,3.2-3.4,620.6,5.8,5.6-6.0,159.0,1.2,1.1-1.3,241.2,1.0,1.0-1.1,193.0,1.9,1.7-2.0,48.2,0.4,0.3-0.4
Lung and bronchus,1976-1981,9947.2,57.1,56.6-57.5,6954.0,96.5,95.6-97.5,2993.2,30.2,29.8-30.7,8109.2,46.7,46.3-47.1,5786.8,81.3,80.4-82.2,2322.3,23.4,23.0-23.8
,1982-1986,11149.6,62.7,62.2-63.3,7215.2,98.7,97.7-99.8,3934.4,38.7,38.2-39.3,8983.2,50.7,50.2-51.1,5889.6,81.9,80.9-82.8,3093.6,30.2,29.7-30.7
,1987-1991,11916.0,66.1,65.6-66.6,7208.2,97.2,96.2-98.3,4707.8,45.4,44.8-46.0,9662.4,53.7,53.2-54.1,5983.8,81.9,80.9-82.8,3678.6,35.2,34.7-35.7
,1992-1996,12496.8,68.0,67.4-68.5,7103.2,93.3,92.3-94.3,5393.6,51.0,50.4-51.6,9917.8,54.0,53.5-54.4,5788.6,77.3,76.3-78.2,4129.2,38.6,38.1-39.1
,1997-2001,12812.0,67.0,66.5-67.5,6890.8,86.1,85.2-87.0,5921.2,54.0,53.4-54.6,9561.0,50.0,49.5-50.4,5313.0,67.4,66.6-68.2,4248.0,38.2,37.7-38.7
,2002-2006,13138.6,65.2,64.7-65.7,6841.8,80.4,79.5-81.2,6296.8,54.7,54.1-55.3,9380.2,46.5,46.0-46.9,5024.6,59.8,59.1-60.6,4355.6,37.3,36.8-37.8
,2007-2011,13657.0,64.0,63.5-64.5,6917.0,75.7,74.9-76.6,6740.0,55.9,55.3-56.5,9079.4,42.4,42.0-42.8,4739.2,52.5,51.8-53.2,4340.2,35.4,34.9-35.9
,2012-2016,13801.8,58.9,58.4-59.3,6823.0,67.0,66.3-67.7,6978.8,53.2,52.7-53.8,8571.4,36.5,36.2-36.9,4464.2,44.5,43.9-45.1,4107.2,30.8,30.4-31.3
Melanoma of the skin,1976-1981,1121.2,6.7,6.6-6.9,574.2,7.8,7.5-8.1,547.0,6.0,5.8-6.2,384.3,2.3,2.2-2.4,221.7,3.1,2.9-3.3,162.7,1.7,1.6-1.9
,1982-1986,1366.4,8.0,7.8-8.2,717.2,9.6,9.3-9.9,649.2,6.9,6.7-7.2,418.8,2.4,2.3-2.6,243.2,3.3,3.1-3.5,175.6,1.8,1.7-1.9
,1987-1991,1363.0,7.7,7.5-7.9,748.8,9.8,9.5-10.1,614.2,6.2,6.0-6.5,435.2,2.5,2.4-2.6,264.2,3.6,3.4-3.8,171.0,1.7,1.6-1.8
,1992-1996,1491.0,8.1,8.0-8.3,848.2,10.7,10.4-11.1,642.8,6.3,6.1-6.5,420.0,2.3,2.2-2.4,249.4,3.2,3.1-3.4,170.6,1.6,1.5-1.7
,1997-2001,2079.2,10.9,10.7-11.1,1162.6,14.1,13.7-14.5,916.6,8.7,8.5-9.0,435.6,2.3,2.2-2.4,268.8,3.4,3.2-3.6,166.8,1.5,1.4-1.6
,2002-2006,2961.6,14.8,14.6-15.0,1665.6,19.0,18.6-19.5,1296.0,11.9,11.6-12.2,440.2,2.2,2.1-2.3,257.4,3.0,2.9-3.2,182.8,1.6,1.5-1.7
,2007-2011,3658.6,17.4,17.2-17.7,2075.6,22.5,22.0-22.9,1583.0,14.0,13.7-14.3,462.0,2.2,2.1-2.3,289.4,3.2,3.0-3.4,172.6,1.4,1.3-1.5
,2012-2016,4104.2,18.1,17.8-18.4,2351.4,23.2,22.8-23.7,1752.8,14.6,14.2-14.9,458.4,2.0,1.9-2.0,290.0,2.9,2.8-3.1,168.4,1.3,1.2-1.4
Female breast,1976-1981,,,,,,,9446.3,101.5,100.6-102.3,,,,,,,3644.0,38.1,37.6-38.7
,1982-1986,,,,,,,10582.0,110.6,109.6-111.6,,,,,,,3677.6,37.3,36.7-37.8
,1987-1991,,,,,,,11897.0,121.3,120.3-122.3,,,,,,,3728.4,36.9,36.3-37.4
,1992-1996,,,,,,,12881.0,128.0,127.0-129.0,,,,,,,3571.4,34.2,33.7-34.7
,1997-2001,,,,,,,14127.8,133.9,132.9-134.9,,,,,,,3172.8,28.8,28.3-29.2
,2002-2006,,,,,,,13993.0,126.2,125.2-127.1,,,,,,,2879.8,24.7,24.3-25.1
,2007-2011,,,,,,,14901.2,128.9,128.0-129.9,,,,,,,2666.2,21.7,21.3-22.1
,2012-2016,,,,,,,15931.6,130.7,129.8-131.7,,,,,,,2542.6,19.4,19.1-19.7
Cervix uteri,1976-1981,,,,,,,1191.5,13.3,13.0-13.6,,,,,,,455.2,4.9,4.7-5.1
,1982-1986,,,,,,,1069.2,11.7,11.4-12.1,,,,,,,356.8,3.8,3.6-4.0
,1987-1991,,,,,,,1116.8,11.9,11.5-12.2,,,,,,,331.0,3.4,3.2-3.6
,1992-1996,,,,,,,1171.8,11.9,11.6-12.2,,,,,,,326.8,3.3,3.1-3.4
,1997-2001,,,,,,,1036.8,10.1,9.9-10.4,,,,,,,311.8,3.0,2.8-3.1
,2002-2006,,,,,,,922.0,8.8,8.5-9.0,,,,,,,283.6,2.6,2.4-2.7
,2007-2011,,,,,,,873.6,8.2,7.9-8.4,,,,,,,264.4,2.3,2.2-2.4
,2012-2016,,,,,,,855.0,7.7,7.5-8.0,,,,,,,274.6,2.3,2.2-2.4
"Corpus uterus and uterus, not otherwise specified",1976-1981,,,,,,,2333.7,23.7,23.3-24.2,,,,,,,550.2,5.5,5.3-5.7
,1982-1986,,,,,,,2282.2,22.8,22.3-23.2,,,,,,,513.0,4.9,4.7-5.1
,1987-1991,,,,,,,2275.2,22.5,22.1-22.9,,,,,,,487.2,4.6,4.4-4.7
,1992-1996,,,,,,,2551.4,24.9,24.5-25.4,,,,,,,536.2,4.9,4.7-5.1
,1997-2001,,,,,,,2908.6,27.4,27.0-27.9,,,,,,,536.8,4.8,4.6-5.0
,2002-2006,,,,,,,3224.8,28.7,28.2-29.1,,,,,,,584.4,5.0,4.8-5.2
,2007-2011,,,,,,,3596.6,30.2,29.8-30.6,,,,,,,640.2,5.2,5.0-5.4
,2012-2016,,,,,,,4089.8,31.7,31.3-32.2,,,,,,,761.0,5.7,5.5-5.9
Ovary,1976-1981,,,,,,,1550.3,16.2,15.9-16.6,,,,,,,1034.3,10.5,10.3-10.8
,1982-1986,,,,,,,1623.4,16.7,16.4-17.1,,,,,,,1006.6,10.0,9.7-10.3
,1987-1991,,,,,,,1640.2,16.5,16.2-16.9,,,,,,,1042.0,10.1,9.8-10.4
,1992-1996,,,,,,,1741.4,17.1,16.7-17.5,,,,,,,1041.8,9.9,9.6-10.2
,1997-2001,,,,,,,1656.0,15.6,15.3-15.9,,,,,,,1002.2,9.1,8.8-9.3
,2002-2006,,,,,,,1582.2,14.1,13.8-14.4,,,,,,,1025.8,8.8,8.6-9.1
,2007-2011,,,,,,,1547.0,13.2,12.9-13.5,,,,,,,954.2,7.8,7.5-8.0
,2012-2016,,,,,,,1495.4,12.1,11.8-12.4,,,,,,,925.6,7.0,6.8-7.2
Prostate,1976-1981,,,,5082.8,81.8,80.8-82.8,,,,,,,1786.8,31.6,31.0-32.2,,,
,1982-1986,,,,5982.0,91.2,90.1-92.3,,,,,,,1979.8,33.3,32.7-34.0,,,
,1987-1991,,,,7740.4,111.9,110.7-113.0,,,,,,,2176.4,35.3,34.6-36.0,,,
,1992-1996,,,,12116.8,159.4,158.1-160.7,,,,,,,2359.6,36.7,36.0-37.4,,,
,1997-2001,,,,14066.4,174.0,172.7-175.4,,,,,,,2107.8,30.4,29.8-31.0,,,
,2002-2006,,,,14948.6,171.3,170.1-172.6,,,,,,,1870.0,24.8,24.3-25.3,,,
,2007-2011,,,,15980.2,165.0,163.9-166.2,,,,,,,1759.0,21.2,20.7-21.6,,,
,2012-2016,,,,13766.6,125.0,124.0-126.0,,,,,,,1673.8,17.9,17.5-18.3,,,
Testis,1976-1981,,,,297.5,3.5,3.3-3.7,,,,,,,46.7,0.5,0.5-0.6,,,
,1982-1986,,,,371.2,4.1,3.9-4.3,,,,,,,34.0,0.4,0.3-0.5,,,
,1987-1991,,,,402.0,4.2,4.1-4.4,,,,,,,28.2,0.3,0.3-0.4,,,
,1992-1996,,,,441.2,4.6,4.5-4.8,,,,,,,27.6,0.3,0.3-0.4,,,
,1997-2001,,,,474.4,5.0,4.8-5.2,,,,,,,19.2,0.2,0.2-0.3,,,
,2002-2006,,,,507.4,5.4,5.2-5.6,,,,,,,23.6,0.3,0.2-0.3,,,
,2007-2011,,,,557.6,5.9,5.7-6.2,,,,,,,18.6,0.2,0.2-0.2,,,
,2012-2016,,,,563.4,5.9,5.7-6.1,,,,,,,18.6,0.2,0.2-0.2,,,
Urinary bladder (incl. in situ),1976-1981,3561.0,21.3,21.0-21.6,2588.5,38.8,38.1-39.4,972.5,9.9,9.6-10.2,1010.8,6.4,6.2-6.5,694.7,11.5,11.2-11.9,316.2,3.3,3.2-3.5
,1982-1986,3794.0,21.7,21.4-22.1,2732.2,39.6,38.9-40.3,1061.8,10.3,10.0-10.6,934.4,5.6,5.4-5.8,634.6,10.4,10.0-10.8,299.8,2.9,2.7-3.0
,1987-1991,3795.6,21.2,20.9-21.5,2710.8,38.2,37.5-38.8,1084.8,10.2,9.9-10.5,886.2,5.1,4.9-5.2,588.6,9.2,8.9-9.6,297.6,2.7,2.6-2.9
,1992-1996,4020.6,21.9,21.6-22.2,2845.6,38.8,38.1-39.4,1175.0,10.8,10.5-11.1,917.4,5.0,4.9-5.2,592.6,8.9,8.6-9.2,324.8,2.9,2.7-3.0
,1997-2001,4588.4,24.0,23.7-24.3,3285.0,42.3,41.6-42.9,1303.4,11.6,11.3-11.8,931.0,4.8,4.7-5.0,624.2,8.7,8.4-9.0,306.8,2.6,2.4-2.7
